"1611.
","            Право и образование
     ","1563-020Х
","            07.00.02 – Отечественная история (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
12.00.01 – Теория и история права и государства; история учений о праве и
    с 28.12.2018
          
                 государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
13.00.08 – Теория и методика профессионального образования (педагогические науки)
       "
"1612.
","    Право и политика
  ","1811-9018
","    12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.05 – Трудовое право; право социального обеспечения (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
  с 28.12.2018
         "
"1613.
","    Право и практика
     ","2411-2275
","    12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право
    с 28.12.2018
  
           (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.05 – Трудовое право; право социального обеспечения (юридические науки),
12.00.06 – Земельное право; природоресурсное право; экологическое право; аграрное право (юридические науки),
12.00.07 – Корпоративное право; энергетическое право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки)
        "
"1614.
","            Право и современные государства
     ","2307-3306
","            08.00.01 – Экономическая теория (экономические науки),
08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки),
12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
23.00.01 – Теория и философия политики, история и методология политической науки (политические науки),
23.00.02 – Политические институты,
    с 28.12.2018
          
                 процессы и технологии (политические науки),
23.00.04 – Политические проблемы международных отношений, глобального и регионального развития (политические науки)
       "
"1615.
","Право и управление. XXI век
  ","2073-8420
","12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки)
  с 28.12.2018
     "
"1616.
","    Право и экономика
     ","0869-7671
","   12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки)
    с 28.12.2018
   "
"1617.
","   Право интеллектуальной собственности
   ","2072-4322
","  12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки)
   с 28.12.2018
   "
"1618.
","Право. Журнал Высшей школы экономики
  ","2072-8166
","12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки)
  с 28.12.2018
     "
"1619.
","    Правовая жизнь
     ","2307-5198
","    12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право;
    с 28.12.2018
  
                 предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки)
       "
"1620.
","   Правовая культура
   ","1992-5867
","  12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
   с 28.12.2018
   "
"1621.
","Правовая политика и правовая жизнь
  ","1608-8794
","12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
  с 28.12.2018
     "
"1622.
","  Правовое государство: теория и практика
     ","1818-4227
"," 12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
   с 28.12.2018

              12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.05 – Трудовое право; право социального обеспечения (юридические науки),
12.00.06 – Земельное право; природоресурсное право; экологическое право; аграрное право (юридические науки),
12.00.07 – Корпоративное право; энергетическое право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.10 – Международное право; Европейское право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки),
12.00.13 – Информационное право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
               "
"1623.
","Правоприменение
","2542-1514
","12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.09 – Уголовный процесс (юридические науки),
12.00.10 – Международное право;
с 26.03.2019
          
           Европейское право (юридические науки),
12.00.11 – Судебная деятельность, прокурорская деятельность, правозащитная и правоохранительная деятельность (юридические науки), 12.00.12 – Криминалистика; судебно- экспертная деятельность; оперативно- розыскная деятельность (юридические науки),
12.00.13 – Информационное право (юридические науки),
12.00.14 – Административное право; административный процесс (юридические науки),
12.00.15 – Гражданский процесс; арбитражный процесс (юридические науки)
        "
"1624.
","    Правовой энергетический форум
     ","2312-4350
","   12.00.07 – Корпоративное право; энергетическое право (юридические науки)
    с 28.12.2018
   "
"1625.
","       Практика противокоррозионной защиты
   ","1998-5738
","      02.00.05 – Электрохимия (технические науки),
02.00.05 – Электрохимия (физико- математические науки),
02.00.05 – Электрохимия (химические науки),
05.17.03 – Технология электрохимических процессов и защита от коррозии (химические науки), 05.17.03 – Технология электрохимических процессов и защита от коррозии (технические науки)
   с 28.12.2018
       "
"1626.
","Практическая медицина
  ","2072-1757
","14.01.01 – Акушерство и гинекология (медицинские науки),
14.01.02 – Эндокринология (медицинские науки),
14.01.04 – Внутренние болезни (медицинские науки),
14.01.05 – Кардиология (медицинские науки),
14.01.06 – Психиатрия (медицинские науки),
14.01.08 – Педиатрия (медицинские науки),
14.01.09 – Инфекционные болезни (медицинские науки),
14.01.11 – Нервные болезни (медицинские науки),
14.01.25 – Пульмонология (медицинские науки), 14.01.28 – Гастроэнторология (медицинские науки)
  с 28.12.2018
     "
"1627.
","        Практическая онкология Ежеквартальный тематический
     ","1726-9814
","        14.01.12 – Онкология (биологические науки),
    с 28.12.2018
      
      журнал
     14.01.12 – Онкология (медицинские науки),
14.01.13 – Лучевая диагностика, лучевая терапия (медицинские науки), 14.03.06 – Фармакология, клиническая фармакология (биологические науки), 14.03.06 – Фармакология, клиническая фармакология (медицинские науки), 14.03.07 – Химиотерапия и антибиотики (биологические науки), 14.03.07 – Химиотерапия и антибиотики (медицинские науки)
        "
"1628.
","                Практическая пульмонология
     ","2409-6636
","               14.01.25 – Пульмонология (медицинские науки)
    с 28.12.2018
               "
"1629.
","Практическая силовая электроника
  ","1996-7888
","05.09.01 – Электромеханика и электрические аппараты (технические науки),
05.09.02 – Электротехнические материалы и изделия (технические науки),
05.09.03 – Электротехнические комплексы и системы (технические науки),
05.09.05 – Теоретическая электротехника (технические науки), 05.09.10 – Электротехнология (технические науки),
05.09.12 – Силовая электроника (технические науки)
  с 28.12.2018
     "
"1630.
"," Практический маркетинг
    ","2071-3762
"," 08.00.05 – Экономика и управление народным хозяйством (по отраслям и сферам деятельности) (экономические науки)
   с 28.12.2018
     "
"1631.
","    Предпринимательское право
     ","1999-4788
","   12.00.03 – Гражданское право; предпринимательское право; семейное право; международное частное право (юридические науки)
    с 28.12.2018
   "
"1632.
","   Представительная власть - XXI век: законодательство, комментарии, проблемы (Represen tativepower - 21st Century: Legislation, Commentary, Problems)
   ","2073-9532
","   12.00.01 – Теория и история права и государства; история учений о праве и государстве (юридические науки), 12.00.02 – Конституционное право; конституционный судебный процесс; муниципальное право (юридические науки),
12.00.04 – Финансовое право; налоговое право; бюджетное право (юридические науки),
12.00.08 – Уголовное право и криминология; уголовно- исполнительное право (юридические науки),
12.00.10 – Международное право;
   с 28.12.2018
  
           Европейское право (юридические науки),
23.00.01 – Теория и философия политики, история и методология политической науки (политические науки),
23.00.02 – Политические институты, процессы и технологии (политические науки),
23.00.03 – Политическая культура и идеологии (политические науки), 23.00.04 – Политические проблемы международных отношений, глобального и регионального развития (политические науки),
23.00.05 – Политическая регионалистика. Этнополитика (политические науки), 23.00.06 – Конфликтология (политические науки)
        "
"1633.
","    Пренатальная диагностика
     ","0234-4521
","   14.01.13 – Лучевая диагностика, лучевая терапия (медицинские науки)
    с 28.12.2018
   "
"1634.
","    Преподавание истории в школе
  ","0132-0696
","    07.00.02 – Отечественная история (исторические науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
13.00.01 – Общая педагогика, история педагогики и образования (педагогические науки),
13.00.02 – Теория и методика обучения и воспитания (по областям и уровням образования) (педагогические науки), 13.00.05 – Теория, методика и организация социально-культурной деятельности (педагогические науки), 13.00.08 – Теория и методика профессионального образования (педагогические науки)
  с 28.12.2018
         "
"1635.
"," Преподавание истории и обществознания в школе
    ","2074-4935
"," 13.00.01 – Общая педагогика, история педагогики и образования (педагогические науки),
13.00.02 – Теория и методика обучения и воспитания (по областям и уровням образования) (педагогические науки) 13.00.08 – Теория и методика профессионального образования (педагогические науки)
   с 28.12.2018
     "
"1636.
","                Преподаватель ХХI век
     ","2073-9613
","                07.00.02 – Отечественная история (исторические науки),
07.00.03 – Всеобщая история (соответствующего периода) (исторические науки),
07.00.06 – Археология (исторические
    с 28.12.2018
              
           науки),
07.00.09 – Историография, источниковедение и методы исторического исследования (исторические науки),
07.00.10 – История науки и техники (исторические науки),
07.00.15 – История международных отношений и внешней политики (исторические науки),
10.02.01 – Русский язык (филологические науки),
10.02.02 – Языки народов Российской Федерации (с указанием конкретного языка или языковой семьи) (филологические науки),
10.02.03 – Славянские языки (филологические науки),
10.02.04 – Германские языки (филологические науки),
10.02.05 – Романские языки (филологические науки),
10.02.19 – Теория языка (филологические науки),
10.02.20 – Сравнительно-историческое типологическое и сопоставительное языкознание (филологические науки), 10.02.22 – Языки народов зарубежных стран Европы, Азии, Африки, аборигенов Америки и Австралии (с указанием конкретного языка или языковой семьи) (филологические науки),
13.00.01 – Общая педагогика, история педагогики и образования (педагогические науки),
13.00.02 – Теория и методика обучения и воспитания (по областям и уровням образования) (педагогические науки), 13.00.04 – Теория и методика физического воспитания, спортивной тренировки, оздоровительной и адаптивной физической культуры (педагогические науки),
13.00.05 – Теория, методика и организация социально-культурной деятельности (педагогические науки), 13.00.08 – Теория и методика профессионального образования (педагогические науки)
        "
"1637.
","            Препринты ИПМ им. М.В. Келдыша
     ","2071-2901 2071-2898
","            01.01.02 – Дифференциальные уравнения, динамические системы и оптимальное управление (физико- математические науки),
01.01.03 – Математическая физика (физико-математические науки), 01.01.07 – Вычислительная математика (физико-математические науки), 01.01.09 – Дискретная математика и
    с 28.12.2018
          
           математическая кибернетика (физико- математические науки),
01.02.01 – Теоретическая механика (физико-математические науки), 01.02.05 – Механика жидкости, газа и плазмы (физико-математические науки),
05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки),
05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (физико- математические науки),
05.13.18 – Математическое моделирование численные методы и комплексы программ (физико- математические науки)
        "
"1638.
","     Приборы
    ","2071-7865
","     05.11.06 – Акустические приборы и системы (технические науки), 05.11.07 – Оптические и оптико- электронные приборы и комплексы (технические науки),
05.11.18 – Приборы и методы преобразования изображений и звука (технические науки),
05.13.05 – Элементы и устройства вычислительной техники и систем управления (технические науки)
   с 26.03.2019
         "
"1639.
","    Приборы и системы разведочной геофизики
     ","2074-8906
","   25.00.10 – Геофизика, геофизические методы поисков полезных ископаемых (физико-математические науки), 25.00.10 – Геофизика, геофизические методы поисков полезных ископаемых (технические науки),
25.00.10 – Геофизика, геофизические методы поисков полезных ископаемых (геолого-минералогические науки)
    с 26.03.2019
   "
"1640.
","     Приборы и системы. Управление, контроль, диагностика
   ","2073-0004
","    05.11.01 – Приборы и методы измерения (по видам измерений) (технические науки),
05.11.03 – Приборы навигации (технические науки),
05.11.06 – Акустические приборы и системы (технические науки), 05.11.07 – Оптические и оптико- электронные приборы и комплексы (технические науки),
05.11.08 – Радиоизмерительные приборы (технические науки),
05.11.13 – Приборы и методы контроля природной среды, веществ, материалов и изделий (технические науки), 05.11.14 – Технология
   с 28.12.2018
   
           приборостроения (технические науки), 05.11.15 – Метрология и метрологическое обеспечение (технические науки),
05.11.16 – Информационно- измерительные и управляющие системы (по отраслям) (технические науки),
05.11.18 – Приборы и методы преобразования изображений и звука (технические науки),
05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки), 05.13.05 – Элементы и устройства вычислительной техники и систем управления (технические науки), 05.13.06 –Автоматизация и управление технологическими процессами и производствами (по отраслям) (технические науки),
05.13.10 – Управление в социальных и экономических системах (технические науки),
05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки),
05.13.12 –Системы автоматизации проектирования (по отраслям) (технические науки),
05.13.15 – Вычислительные машины, комплексы и компьютерные сети (технические науки),
05.13.17 – Теоретические основы информатики (технические науки) , 05.13.18 – Математическое моделирование численные методы и комплексы программ (технические науки),
05.13.19 – Методы и системы защиты информации, информационная безопасность (технические науки)
        "
"1641.
","                 Приводы и компоненты машин
    ","2223-1587
","                 05.02.02 – Машиноведение системы приводов и детали машин (технические науки),
05.02.04 – Трение и износ в машинах (технические науки),
05.02.18 – Теория механизмов и машин (технические науки),
05.02.23 – Стандартизация и управление качеством продукции (технические науки),
05.09.03 – Электротехнические комплексы и системы (технические науки)
   с 26.03.2019
                     "
"1642.
","    Приволжский научный журнал
     ","1995-2511
","    05.23.03 – Теплоснабжение,
    с 28.12.2018
  
           вентиляция, кондиционирование воздуха, газоснабжение и освещение (технические науки),
05.23.20 – Теория и история архитектуры, реставрация и реконструкция историко- архитектурного наследия (архитектура),
05.23.05 – Строительные материалы и изделия (технические науки), 05.23.16 – Гидравлика и инженерная гидрология (технические науки), 05.23.22 – Градостроительство, планировка сельских населенных пунктов (архитектура),
05.23.07 – Гидротехническое строительство (технические науки), 05.23.01 – Строительные конструкции, здания и сооружения (технические науки),
05.23.19 – Экологическая безопасность строительства и городского хозяйства (технические науки),
05.23.21 – Архитектура зданий и сооружений. Творческие концепции архитектурной деятельности (архитектура),
05.23.04 – Водоснабжение канализация, строительные системы охраны водных ресурсов (технические науки)
        "
"1643.
","    Прикаспийский журнал: управление и высокие технологии
     ","2074-1707
","    05.11.01 – Приборы и методы измерения (по видам измерений) (технические науки),
05.11.16 – Информационно- измерительные и управляющие системы (по отраслям) (технические науки),
05.11.17 – Приборы, системы и изделия медицинского назначения (технические науки),
05.13.01 – Системный анализ, управление и обработка информации (по отраслям) (технические науки), 05.13.05 – Элементы и устройства вычислительной техники и систем управления (технические науки), 05.13.10 – Управление в социальных и экономических системах (технические науки),
05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки),
05.13.18 – Математическое моделирование численные методы и комплексы программ (технические науки),
05.13.19 – Методы и системы защиты
    с 28.12.2018
  
                 информации, информационная безопасность (технические науки)
       "
"1644.
","    Прикладная дискретная математика
  ","2071-0410
","    01.01.06 – Математическая логика, алгебра и теория чисел (физико- математические науки),
01.01.09 – Дискретная математика и математическая кибернетика (физико- математические науки),
05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки),
05.13.17 – Теоретические основы информатики (технические науки) , 05.13.17 – Теоретические основы информатики (физико-математические науки),
05.13.19 – Методы и системы защиты информации, информационная безопасность (технические науки), 05.13.19 – Методы и системы защиты информации, информационная безопасность (физико-математические науки)
  с 28.12.2018
         "
"1645.
","     Прикладная информатика / Journal of Applied Informatics
    ","1993-8314
","     05.13.11 – Математическое и программное обеспечение вычислительных машин, комплексов и компьютерных сетей (технические науки),
05.13.17 – Теоретические основы информатики (технические науки) , 05.13.18 – Математическое моделирование численные методы и комплексы программ (технические науки),
05.13.19 – Методы и системы защиты информации, информационная безопасность (технические науки), 08.00.13 – Математические и инструментальные методы экономики (экономические науки)
   с 28.12.2018
         "
"1646.
","          Прикладная физика
     ","1996-0948
","         01.04.01 – Приборы и методы экспериментальной физики (технические науки),
01.04.01 – Приборы и методы экспериментальной физики (физико- математические науки),
01.04.03 – Радиофизика (физико- математические науки),
01.04.04 – Физическая электроника (физико-математические науки), 01.04.08 – Физика плазмы (физико- математические науки),
01.04.10 – Физика полупроводников (физико-математические науки), 01.04.13 – Электрофизика,
    с 28.12.2018
       
                 электрофизические установки (физико- математические науки),
01.04.18 – Кристаллография, физика кристаллов (физико-математические науки),
01.04.21 – Лазерная физика (физико- математические науки),
05.11.01 – Приборы и методы измерения (по видам измерений) (технические науки),
05.11.07 – Оптические и оптико- электронные приборы и комплексы (технические науки),
05.11.14 – Технология приборостроения (технические науки), 05.11.15 – Метрология и метрологическое обеспечение (технические науки),
05.27.01 – Твердотельная электроника, радиоэлектронные компоненты, микро- и наноэлектроника, приборы на квантовых эффектах (технические науки)
       "
"1647.
","   Прикладная физика и математика
   ","2307-1621
","   01.01.02 – Дифференциальные уравнения, динамические системы и оптимальное управление (физико- математические науки),
01.01.03 – Математическая физика (физико-математические науки), 01.04.01 – Приборы и методы экспериментальной физики (технические науки),
01.04.02 – Теоретическая физика (физико-математические науки), 01.04.07 – Физика конденсированного состояния (технические науки), 01.04.07 – Физика конденсированного состояния (физико-математические науки),
01.04.08 – Физика плазмы (технические науки),
01.04.08 – Физика плазмы (физико- математические науки),
01.04.09 – Физика низких температур (физико-математические науки), 01.04.11 – Физика магнитных явлений (технические науки),
01.04.11 – Физика магнитных явлений (физико-математические науки), 01.04.14 – Теплофизика и теоретическая теплотехника (технические науки),
01.04.15 – Физика и технология наноструктур, атомная и молекулярная физика (технические науки),
01.04.15 – Физика и технология наноструктур, атомная и молекулярная физика (физико-математические науки),
   с 28.12.2018
  
           01.04.16 – Физика атомного ядра и элементарных частиц (физико- математические науки),
01.04.17 – Химическая физика, горение и взрыв, физика экстремальных состояний вещества (технические науки),
01.04.17 – Химическая физика, горение и взрыв, физика экстремальных состояний вещества (физико- математические науки),
01.04.20 – Физика пучков заряженных частиц и ускорительная техника (физико-математические науки), 01.04.21 – Лазерная физика (технические науки),
01.04.21 – Лазерная физика (физико- математические науки),
01.04.23 – Физика высоких энергий (технические науки),
01.04.23 – Физика высоких энергий (физико-математические науки), 05.07.02 – Проектирование конструкция и производство летательных аппаратов (технические науки),
05.07.06 – Наземные комплексы, стартовое оборудование эксплуатация летательных аппаратов (технические науки),
05.07.07 – Контроль и испытание летательных аппаратов и их систем (технические науки)
        "
