,p_fx_levels,eligibility,eligibility - label,reviewer_note,available_reports,Title,URL,Description,ShortDetails,Author,Journal,Year,abstract,retraction_notes,protocol_and_reg,p_setting,p_sampling,p_sex,p_age,p_doi,p_hpi,p_pmhx_pshx,p_medications,p_osteoporosis,p_obs_gyn,p_sx_risk,p_extra_injuries,p_fx_count,p_fx_morphology,p_neurology,p_spine_pshx,p_spine_disease,i_main,i_comparison,i_assignment,o_main_analyses,Details,Resource,Type,Identifiers,Db,EntrezUID,Properties,BibliographyType,ISBN,Identifier,Volume,Number,Month,Pages,Address,Note,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,primary_screen_ts,p_sample_losses,p_allergies,p_social_hx,p_family_hx,p_other,i_rationale,i_who_where,i_care_coverage,i_alloc_conceal,i_assign_mask,i_deliv_deviations,i_crossover,i_sx_count,i_extra_sx,i_nonsx_therapy,i_time_to_sx,i_preop_wu,i_anesthesia,i_surgeon_xp,i_incision_line,i_incision_size,i_sx_retractors,i_endoscopy,i_videoscopy,i_microscopy,i_microsurgery,i_sx_navigation,i_c-arm,i_spine_toolset,i_decompression,i_reduction,i_screw_count,i_screw_config,i_post_fixat_dev,i_ven_fixat_dev,i_fus_implants,i_fus_technique,i_augmentation,i_other_implants,i_drain_policy,i_suturing,i_postop_mgmt,i_dc_plan,i_other,o_assessment,o_assess_mask,o_fu_schedule,o_fu_losses,o_nonreporting,o_sub_analyses,o_add_analyses,o_handl_mul_anal,o_covar_adjust,o_survival_anal,o_mul_measure,o_or_time,o_blood_loss,o_transfus_need,o_neurology,o_other_ae,o_hrqol,o_pain_intensity,o_pt_satisfaction,o_other_proms,o_other_croms,o_ssi,o_pacu_time,o_inpatient_stay,o_neuropath_pain,o_sepsis,o_intraop_ae,o_repeat_sx,o_readmission,o_death,o_pneumonia,o_vte,o_implant_failure,o_implant_remov,o_verterbal_kyph,o_seg_kyph,o_local_kyph,o_vertebral_ht,o_poor_union,o_kyph_corr,o_corr_loss,o_canal_stenosis,o_alignment,o_other_imaging,o_return_to_work,o_other,handl_miss_data,other_adjust,regression_anal,other_econ_anal,study_conclusions,practice_recomm,research_recomm,what_is_next,discussion,correspondence,coi_concern,miscond_concern,preib_cnfndng,preib_selection,preib_rndmztn,atib_msclssfctn,poib_deviations,poib_missing,poib_msrmnt,poib_selection
9253,,,,,,"СОМАТИЧЕСКИЕ ДИСФУНКЦИИ РЕГИОНА
ШЕИ У ДЕТЕЙ ПЕРВОГО ПОЛУГОДИЯ
ЖИЗНИ: КЛИНИЧЕСКИЕ ПРОЯВЛЕНИЯ И
РЕЗУЛЬТАТЫ ОСТЕОПАТИЧЕСКОЙ
КОРРЕКЦИИ",https://elibrary.ru/item.asp?id=36685534,,,"Строганова, Е.  В.; Шадрин, О.  Н.; Кузьмина, Ю.  О.",Российский остеопатический журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36685534,,3,,33--41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9844,,,,,,"ОБОСНОВАНИЕ ЦЕЛЕСООБРАЗНОСТИ
СПИНАЛЬНО-ЭПИДУРАЛЬНОЙ АНЕСТЕЗИИ
ПРИ РАСШИРЕННЫХ
РЕКОНСТРУКТИВНО-ПЛАСТИЧЕСКИХ
ОПЕРАЦИЯХ В УРОЛОГИИ",https://elibrary.ru/item.asp?id=35126358,,,"Сырчин, Е.  Ю.; Шарипов, Р.  А.",Медицинский вестник Башкортостана,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35126358,13,2,,28--32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403,,,,,,"НЕЙРОПРОТЕКТОРНАЯ АКТИВНОСТЬ
АГОНИСТА АЛЬФА-2 АДРЕНОРЕЦЕПТОРОВ
МАФЕДИНА НА МОДЕЛИ
ЧЕРЕПНО-МОЗГОВОЙ ТРАВМЫ У КРЫС",https://elibrary.ru/item.asp?id=37181980,,,"Сысоев, Ю.  И.; Дагаев, С.  Г.; Кубарская, Л.  Г.; Гайкова, О.  Н.; Узуегбунам, Б.  Ч.; Модисе, К.; Маквана, Т.  Л.; Оковитый, С.  В.",Биомедицина,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37181980,15,1,,62--77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,,,,,,"ПРИЧИНИ ВИНИКНЕННЯ
ХРЕБЕТНО-СПИННОМОЗКОВИХ ТРАВМ",https://elibrary.ru/item.asp?id=36386922,,,"Тарасенко, О.  М.; Забара, О.  Ю.",Вестник проблем биологии и медицины,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36386922,2,4,,65--66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,,,,,,"ПРИЧИНИ ВИНИКНЕННЯ
ХРЕБЕТНО-СПИННОМОЗКОВИХ ТРАВМ",https://elibrary.ru/item.asp?id=36962073,,,"Тарасенко, О.  М.; Забара, О.  Ю.",Вестник проблем биологии и медицины,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36962073,2,4,,65--66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,,,,,,"ДИНАМИКА ЦЕРЕБРАЛЬНОГО
ГЕМОДИНАМИЧЕСКОГО РЕЗЕРВА У
БОЛЬНЫХ С ОБСТРУКТИВНЫМ АПНОЭ СНА
НА ФОНЕ ТЕРАПИИ ПОСТОЯННЫМ
ПОВЫШЕНЫМ ДАВЛЕНИЕМ В ДЫХАТЕЛЬНЫХ
ПУТЯХ",https://elibrary.ru/item.asp?id=35161397,,,"Тардов, М.  В.; Стулин, И.  Д.; Кунельская, Н.  Л.; Заоева, З.  О.",Журнал неврологии и психиатрии им. C.C. Корсакова,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35161397,118,5,,14--17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9437,,,,,,"РЕЗУЛЬТАТЫ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",https://elibrary.ru/item.asp?id=35617707,,,"Ташибеков, Ж.  Т.",Вестник КГМА им. И.К. Ахунбаева,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35617707,,1,,94--100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,,,,,,"ЗАКРЫТАЯ РЕКЛИНАЦИЯ В
ХИРУРГИЧЕСКОМ ЛЕЧЕНИИ ОСЛОЖНЕННЫХ
ТРАВМ ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=36914711,,,"Ташибеков, Ж.  Т.",Вестник Казахского Национального медицинского университета,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36914711,,2,,456--459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9324,,,,,,"НАРУШЕНИЕ ФУНКЦИИ НИЖНИХ
МОЧЕВЫДЕЛИТЕЛЬНЫХ ПУТЕЙ НА ФОНЕ
ПОВРЕЖДЕНИЙ И ЗАБОЛЕВАНИЙ СПИННОГО
МОЗГА. СПЕКТР ДИАГНОСТИЧЕСКИХ
ПРОЦЕДУР",https://elibrary.ru/item.asp?id=37335868,,,"Тищенко, Г. Е.",Урологические ведомости,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37335868,9,NaN,,96--97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,,,,,,"СИНХРОНИЗИРОВАННОЕ ПРИМЕНЕНИЕ
ЭКЗОСКЕЛЕТА С ФУНКЦИОНАЛЬНОЙ
ЭЛЕКТРОСТИМУЛЯЦИЕЙ У ПАЦИЕНТОВ С
ПОСЛЕДСТВИЯМИ ТРАВМЫ СПИННОГО
МОЗГ",https://elibrary.ru/item.asp?id=35245992,,,"Ткаченко, П.  В.; Даминов, В.  Д.; Карпов, О.  Э.",Вестник восстановительной медицины,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35245992,,3,,123--130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,,,,,,"ЭПИДЕМИОЛОГИЯ ТРАВМ ПОЗВОНОЧНИКА
И СПИННОГО МОЗГА",https://elibrary.ru/item.asp?id=37101558,,,"Толкачев, В.  С.; Бажанов, С.  П.; Ульянов, В.  Ю.; Федонников, А.  С.; Нинель, В.  Г.; Салиху, X.; Норкин, И.  А.",Саратовский научно-медицинский журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37101558,14,3,,592--595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,,,,,,"АЛКОГОЛЬ-АССОЦИИРОВАННЫЕ
ПОВРЕЖДЕНИЯ ВНУТРЕННИХ ОРГАНОВ У
КРЫС",https://elibrary.ru/item.asp?id=35631148,,,"Трубицына, И.  Е.; Федотова, Т.  Ф.; Михалев, И.  В.; Ефремов, Л.  И.; Клещев, В.  Н.; Клещев, В.  В.; Михайлова, С.  Ф.; Винокурова, Л.  В.; Дегтерев, Д.  А.; Варванина, Г.  Г.",Экспериментальная и клиническая гастроэнтерология,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35631148,,6,,90--93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9754,,,,,,"МАЛОИЗВЕСТНЫЕ ЛЕКАРСТВЕННЫЕ
РАСТЕНИЯ ХОХЛАТКА ЛЕДЕБУРА И
ХОХЛАТКА СЕВЕЦОВА",https://elibrary.ru/item.asp?id=35110615,,,"Тураева, Н.  И.; Кароматов, И.  Д.",Биология и интегративная медицина,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35110615,,3,,140--146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9286,,,,,,"АЛГОРИТМ ПРИМЕНЕНИЯ МЕТОДОВ
НЕЙРОПРОТЕКЦИИ ПРИ ТРАВМАХ ШЕЙНОГО
ОТДЕЛА ПОЗВОНОЧНИКА И СПИННОГО
МОЗГА В ОСТРОМ И РАННЕМ ПЕРИОДАХ",https://elibrary.ru/item.asp?id=37164610,,,"Тучиев, И.  С.; Газимагомедов, С.  М.",Бюллетень медицинских интернет-конференций,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37164610,8,11,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,,,,,,"ЭФФЕКТИВНОСТЬ ВИДЕОЛАПАРОСКОПИИ В
ДИАГНОСТИКЕ И ЛЕЧЕНИИ ЗАКРЫТЫХ
ТРАВМ ПАРЕНХИМАТОЗНЫХ ОРГАНОВ
БРЮШНОЙ ПОЛОСТИ У ДЕТЕЙ",https://elibrary.ru/item.asp?id=36897091,,,"Улугмуратов, А.  А.; Мавлянов, Ф.  Ш.; Мирзаев, З.  Х.; Нормуродов, Д.  К.; Исламов, А.  Р.",Детская хирургия,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36897091,23,1,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9329,,,,,,"ПРОФЕССОР ВАЛЕРИЙ ВЛАДИМИРОВИЧ
ЩУКОВСКИЙ (К 70-ЛЕТИЮ СО ДНЯ
РОЖДЕНИЯ)",https://elibrary.ru/item.asp?id=35741853,,,"Ульянов, В.  Ю.; Гришин, С.  Е.; Пучиньян, Д.  М.; Федонников, А.  С.; Щуковский, Н.  В.; Норкин, И.  А.",Саратовский научно-медицинский журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35741853,14,2,,309--311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,,,,,,"СТАБИЛИЗИРУЮЩЕ-ДЕКОМПРЕССИОННОЕ
ОПЕРАТИВНОЕ ЛЕЧЕНИЕ ПРИ
ОСЛОЖНЕННОЙ ТРАВМЕ ГРУДНОГО И
ПОЯСНИЧНОГО ОТДЕЛОВ ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=36365729,,,"Уматалиев, Р.  А.; Каримов, У.  А.; Чожонов, А.  А.",Медицина Кыргызстана,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36365729,1,3,,72--74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,,,,,,"АНАТОМИЧЕСКИЕ ОСОБЕННОСТИ
СТРОЕНИЯ И ТОПОГРАФИИ ЩИТОВИДНОЙ
ЖЕЛЕЗЫ ПО ДАННЫМ АУТОПСИИ",https://elibrary.ru/item.asp?id=37077503,,,"Уртаев, Б.  М.; Ярема, В.  И.; Тотоева, О.  Н.; Цибирова, А.  Э.; Кравченко, Е.  В.",Морфологические ведомости,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37077503,26,3,,27--30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9770,,,,,,"ДИНАМИКА СПАСТИЧЕСКОГО СИНДРОМА У
ПАЦИЕНТОВ С ТРАВМАТИЧЕСКОЙ
БОЛЕЗНЬЮ СПИННОГО МОЗГА НА ФОНЕ
ЛЕЧЕНИЯ И ЕГО ВЛИЯНИЕ НА
ДВИГАТЕЛЬНУЮ РЕАБИЛИТАЦИЮ",https://elibrary.ru/item.asp?id=36263977,,,"Филатов, Е.  В.; Коновалова, Н.  Г.; Урюпин, В.  Ю.; Палаткин, П.  П.; Ляховецкая, В.  В.",Политравма,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36263977,,3,,34--41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,,,,,,"МОРФОЛОГИЧЕСКАЯ ХАРАКТЕРИСТИКА
ПАРАВЕРТЕБРАЛЬНЫХ МЫШЦ ПАЦИЕНТОВ С
ПАТОЛОГИЕЙ ПОЗВОНОЧНИКА,
ОБУСЛОВЛЕННОЙ НЕЙРОМЫШЕЧНЫМИ
ЗАБОЛЕВАНИЯМИ",https://elibrary.ru/item.asp?id=36870940,,,"Филимонова, Г.  Н.; Мигалкин, Н.  С.",Современные проблемы науки и образования,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36870940,,6,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,,,,,,"КЛИНИКО-МОРФОЛОГИЧЕСКАЯ ОЦЕНКА
ПАТОЛОГИЧЕСКИХ ПРОЦЕССОВ В
ТРАВМАТОЛОГИЧЕСКОЙ ПРАКТИКЕ СРЕДИ
ВОЕННОСЛУЖАЩИХ МОЛОДОГО ВОЗРАСТА",https://elibrary.ru/item.asp?id=37171478,,,"Филиппов, Н.  И.; Гасанов, Э.  С.",Известия Российской Военно-медицинской академии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37171478,37,1,,318--319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,,,,,,"РАДИОЧАСТОТНАЯ НЕЙРОАБЛЯЦИЯ В
ЛЕЧЕНИИ БОЛЕВОГО СИНДРОМА
КРЕСТЦОВО-ПОДВЗДОШНОГО СУСТАВА",https://elibrary.ru/item.asp?id=35302070,,,"Фищенко, Я.  В.; Кудрин, А.  П.; Кравчук, Л.  Д.",Боль. Суставы. Позвоночник,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35302070,8,2,,80--84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9898,,,,,,"РОЛЬ НЕСТЕРОИДНЫХ
ПРОТИВОВОСПАЛИТЕЛЬНЫХ ПРЕПАРАТОВ В
ЛЕЧЕНИИ БОЛЕВОГО СИНДРОМА ПРИ
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКИХ
ЗАБОЛЕВАНИЯХ ПОЯСНИЧНО-КРЕСТЦОВОГО
ОТДЕЛА ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35656075,,,"Фищенко, Я.  В.; Рой, И.  В.; Кравчук, Л.  Д.; Кудрин, А.  П.",Травма,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35656075,19,4,,78--83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,,,,,,"МЕТОД ЭПИДУРАЛЬНОГО АДГЕЗИОЛИЗА В
ЛЕЧЕНИИ ПАЦИЕНТОВ С ПОЯСНИЧНЫМ
СПИНАЛЬНЫМ СТЕНОЗОМ",https://elibrary.ru/item.asp?id=36412722,,,"Фищенко, Я.  В.; Рой, И.  В.; Кудрин, А.  П.",Боль. Суставы. Позвоночник,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36412722,8,3,,129--133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9374,,,,,,"КЛАССИФИКАЦИЯ И ОПРЕДЕЛЕНИЕ
КЛИНИЧЕСКОГО ДИАГНОЗА ПРИ
ВЕРТЕБРОГЕНННОЙ ПАТОЛОГИИ",https://elibrary.ru/item.asp?id=36647349,,,"Хабиров, Ф.  А.",Практическая медицина,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36647349,,10,,14--20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,,,,,,"БАКЛОФЕН В КОМПЛЕКСНОЙ
РЕАБИЛИТАЦИИ БОЛЬНЫХ С
ТРАВМАТИЧЕСКИМ ПОРАЖЕНИЕМ СПИННОГО
МОЗГА",https://elibrary.ru/item.asp?id=35097141,,,"Хабиров, Ф.  А.; Ахметова, Г.  И.; Абашев, Р.  З.; Бодрова, Р.  А.; Тахавиева, Ф.  В.",Вертеброневрология,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35097141,15,1,,93--94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,,,,,,"ВИЖИВАННЯ ПАЦІЄНТІВ З
КАРДІОТОРАКАЛЬНИМИ ТРАВМАМИ ПРИ
ДОРОЖНЬО-ТРАНСПОРТНИХ ПРИГОДАХ ТА
ЇХ ЗВ'ЯЗОК З ШТТ, ШКГ ТА
ПЕРЕЛИВАННЯМ КРОВІ",https://elibrary.ru/item.asp?id=36965428,,,"Халід, Ф.  А.; Абдулла, М.  А.; Ентоні, М.; Адель, М.  Б.  С.; Сауд, А.  А.; Турке, А.  А.; Аріф, М.  А.; Мохаммед, І.  А.; Алі, А.  А.; Заєд, Ф.  А.  Д.",Медичні перспективи,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a36965428,23,3,,59--67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9633,,,,,,"КЛИНИЧЕСКИЙ СЛУЧАЙ
МЕДИКАМЕНТОЗНОГО СИНДРОМА
ИЦЕНКО-КУШИНГА",https://elibrary.ru/item.asp?id=37081973,,,"Харькова, Ю.  О.",Бюллетень медицинских интернет-конференций,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37081973,8,8,,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9277,,,,,,"ОСОБЕННОСТИ ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ БОЛЬНЫХ С
КОКСО-ВЕРТЕБРАЛЬНЫМ СИНДРОМОМ С
ПРЕВАЛИРОВАНИЕМ
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКОЙ
ПАТОЛОГИИ ПОЗВОНОЧНИКА",https://elibrary.ru/item.asp?id=35563974,,,"Хоминец, В.  В.; Кудяшев, А.  Л.; Шаповалов, В.  М.; Теремшонок, А.  В.; Нагорный, Е.  Б.; Беседин, В.  Д.; Скворцов, В.  В.",Военно-медицинский журнал,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35563974,339,5,,23--29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342,,,,,,"ОСОБЕННОСТИ ХИРУРГИЧЕСКОЙ ТАКТИКИ
ПРИ ЛЕЧЕНИИ БОЛЬНЫХС ПОЯСНИЧНЫМ
ДЕГЕНЕРАТИВНЫМ СПОНДИЛОЛИСТЕЗОМ",https://elibrary.ru/item.asp?id=35123955,,,"Хоминец, В.  В.; Надулич, К.  А.; Нагорный, Е.  Б.; Кудяшев, А.  Л.; Теремшонок, А.  В.",Гений ортопедии,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a35123955,24,2,,221--228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,,,,,,"ЛЕЧЕНИЕ ГРЫЖ МЕЖПОЗВОНОЧНЫХ
ДИСКОВ ПОЯСНИЧНОГО ОТДЕЛА
ПОЗВОНОЧНИКА У ПОДРОСТКОВ И ЛИЦ
ЮНОШЕСКОГО ВОЗРАСТА",https://elibrary.ru/item.asp?id=37355290,,,"Хорева, Н.Е.; Семенова, Ж.Б.",Нейрохирургия и неврология детского возраста,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,a37355290,,1,,77--84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
