,ts_c1,type_c24,type_c24 - label_c18,ws_c25,ws_c25 - label_c9,key1_c26,key1_c26 - label_c19,val1_c27,ref1_c46,ref1_c46 - val1_c27,key2_c28,key2_c28 - label_c19,val2_c29,ref2_c47,ref2_c47 - val2_c29,key3_c30,key3_c30 - label_c19,val3_c31,ref3_c49,ref3_c49 - val3_c31,key4_c32,key4_c32 - label_c19,val4_c33,ref4_c50,ref4_c50 - val4_c33,key5_c34,key5_c34 - label_c19,val5_c35,ref5_c52,ref5_c52 - val5_c35,key6_c36,key6_c36 - label_c19,val6_c37,ref6_c53,ref6_c53 - val6_c37,key7_c38,key7_c38 - label_c19,val7_c39,ref7_c54,ref7_c54 - val7_c39,key8_c40,key8_c40 - label_c19,val8_c41,ref8_c55,ref8_c55 - val8_c41,key9_c42,key9_c42 - label_c19,val9_c43,ref9_c56,ref9_c56 - val9_c43,key10_c57,key10_c57 - label_c19,val10_c58,ref10_c59,ref10_c59 - val10_c58,key11_c60,key11_c60 - label_c19,val11_c61,ref11_c62,ref11_c62 - val11_c61
821,2018-11-02 22:14,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,819,"Rayyan:
Отладка свободнотекстового запроса в PubMed, претендующего на максимальную чувствительность в плане ПСМТ ГОП, ПОП
PubMed:
Debug Presumably Most Se T and L Spine Trauma",59,Комментарий,"Неясно, почему выдается 26280588.
Ошибка ясна! Исправленный вариант здесь.
Исправляем также везде в PubMed и в Rayyan.
Исправили.
Добавили везде v2 также.
Вот, так-то лучше.
Ушел 26280588 (закономерно).",,,4,Текст запроса,((fractur*[tiab] OR dislocat*[tiab] OR injur*[tiab] OR trauma*[tiab] OR polytrauma*[tiab] OR multitrauma*[tiab]) (laminectom*[tiab] or hemilaminectom*[tiab] or interlaminectom*[tiab] or laminotom*[tiab] or hemilaminotom*[tiab] or interlaminotom*[tiab])) not ((vertebr*[tiab] fractur*[tiab]) OR (vertebr*[tiab] dislocat*[tiab]) OR (vertebr*[tiab] injur*[tiab]) OR (vertebr*[tiab] trauma*[tiab]) OR (vertebr*[tiab] polytrauma*[tiab]) OR (vertebr*[tiab] multitrauma*[tiab]) OR (spine[tiab] fractur*[tiab]) OR (spine[tiab] dislocat*[tiab]) OR (spine[tiab] injur*[tiab]) OR (spine[tiab] trauma*[tiab]) OR (spine[tiab] polytrauma*[tiab]) OR (spine[tiab] multitrauma*[tiab]) OR (spinal[tiab] fractur*[tiab]) OR (spinal[tiab] dislocat*[tiab]) OR (spinal[tiab] injur*[tiab]) OR (spinal[tiab] trauma*[tiab]) OR (spinal[tiab] polytrauma*[tiab]) OR (spinal[tiab] multitrauma*[tiab]) OR (lumbar[tiab] fractur*[tiab]) OR (lumbar[tiab] dislocat*[tiab]) OR (lumbar[tiab] injur*[tiab]) OR (lumbar[tiab] trauma*[tiab]) OR (lumbar[tiab] polytrauma*[tiab]) OR (lumbar[tiab] multitrauma*[tiab]) OR (thoracic[tiab] fractur*[tiab]) OR (thoracic[tiab] dislocat*[tiab]) OR (thoracic[tiab] injur*[tiab]) OR (thoracic[tiab] trauma*[tiab]) OR (thoracic[tiab] polytrauma*[tiab]) OR (thoracic[tiab] multitrauma*[tiab]) OR (lumbodorsal[tiab] fractur*[tiab]) OR (lumbodorsal[tiab] dislocat*[tiab]) OR (lumbodorsal[tiab] injur*[tiab]) OR (lumbodorsal[tiab] trauma*[tiab]) OR (lumbodorsal[tiab] polytrauma*[tiab]) OR (lumbodorsal[tiab] multitrauma*[tiab]) OR (dorsolumbar[tiab] fractur*[tiab]) OR (dorsolumbar[tiab] dislocat*[tiab]) OR (dorsolumbar[tiab] injur*[tiab]) OR (dorsolumbar[tiab] trauma*[tiab]) OR (dorsolumbar[tiab] polytrauma*[tiab]) OR (dorsolumbar[tiab] multitrauma*[tiab]) OR (spondyl*[tiab] fractur*[tiab]) OR (spondyl*[tiab] dislocat*[tiab]) OR (spondyl*[tiab] injur*[tiab]) OR (spondyl*[tiab] trauma*[tiab]) OR (spondyl*[tiab] polytrauma*[tiab]) OR (spondyl*[tiab] multitrauma*[tiab]) OR (lumbosacral[tiab] fractur*[tiab]) OR (lumbosacral[tiab] dislocat*[tiab]) OR (lumbosacral[tiab] injur*[tiab]) OR (lumbosacral[tiab] trauma*[tiab]) OR (lumbosacral[tiab] polytrauma*[tiab]) OR (lumbosacral[tiab] multitrauma*[tiab]) OR (thoracolumbar[tiab] fractur*[tiab]) OR (thoracolumbar[tiab] dislocat*[tiab]) OR (thoracolumbar[tiab] injur*[tiab]) OR (thoracolumbar[tiab] trauma*[tiab]) OR (thoracolumbar[tiab] polytrauma*[tiab]) OR (thoracolumbar[tiab] multitrauma*[tiab]) OR (lumbothorac*[tiab] fractur*[tiab]) OR (lumbothorac*[tiab] dislocat*[tiab]) OR (lumbothorac*[tiab] injur*[tiab]) OR (lumbothorac*[tiab] trauma*[tiab]) OR (lumbothorac*[tiab] polytrauma*[tiab]) OR (lumbothorac*[tiab] multitrauma*[tiab]) OR (cervicothorac*[tiab] fractur*[tiab]) OR (cervicothorac*[tiab] dislocat*[tiab]) OR (cervicothorac*[tiab] injur*[tiab]) OR (cervicothorac*[tiab] trauma*[tiab]) OR (cervicothorac*[tiab] polytrauma*[tiab]) OR (cervicothorac*[tiab] multitrauma*[tiab]) OR (thoracocervic*[tiab] fractur*[tiab]) OR (thoracocervic*[tiab] dislocat*[tiab]) OR (thoracocervic*[tiab] injur*[tiab]) OR (thoracocervic*[tiab] trauma*[tiab]) OR (thoracocervic*[tiab] polytrauma*[tiab]) OR (thoracocervic*[tiab] multitrauma*[tiab])),,,22,Всего возвратил записей,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,2018-11-03 13:03,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,65,Материал: популяция,"шаг 0 - не исключено [Records Not Excluded Step 0]
шаг 1 - фаза 0-1 [Records Excluded Step 1 Animal or Cadaver or Biomech or In Vitro or In Silico or Healthy]
шаг 2 - дети [Records Excluded Step 2 Pediatric]
шаг 3 - не спина [Records Excluded Step 3 Adult Not Spine]
шаг 4a - шея [Records Excluded Step 4a Adult C-Spine]
шаг 4b - таз [Records Excluded Step 4b Adult Pelvis]
шаг 5c - не травма [Records Excluded Step 5c TL Spine Other Than Trauma]
шаг 6 - осложненная травма [Records Excluded Step 6 TL Trauma SCI Present]
шаг 6b - последствия травм [Records Excluded Step 6b Late TL Trauma]
шаг 7 - ВП [Records Excluded Step 7 VA or RFA]
шаг 8 - не хирургия [Records Excluded Step 8 No Surgery in the Spine]
шаг 8a - не та хирургия [Records Excluded Step 8a Surgery Not Directly Relevant]
шаг 9a - НСО [Records Excluded Step 9a NSR]
шаг 9b - НРИ [Records Excluded Step 9b NRS]",,,59,Комментарий,Освежили текущую версию критериев.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,2018-11-04 03:46,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,764,[Systematic SB or HSSS RCTs v. 2] Spinal Fractures with Sx SH up to Jun 5 2018,22,Всего возвратил записей,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2018-11-06 19:40,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Любые результаты лечения
В зависимости от (а) сроков, (б) степени инвазивности, (в) вида лечения (консервативное лечение в корсете и без, аугментация, другие пункционные методики и устойства, фиксация, различные варианты декомпрессии), (г) доступа",,,59,Комментарий,В процессе обсуждения со Светланой конфликтов по скринингу Debug Presumably Most Se T and L Spine Trauma добавлены «различные варианты декомпрессии».,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2018-11-06 19:48,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,67,Методы: скрининг,"Обращаем внимание, что при отсутствии в записи убедительных оснований для исключения по более раннему шагу, но наличии оснований для исключения по более позднему шагу, исключаем по более позднему шагу.
Возвращаем шаг 9.
шаг 9 - НРИ или НСО (N = NA) [Records Excluded Step 9 NRS or NSR]
Потому что иначе логика нарушена.",,,59,Комментарий,Решением очного консенсуса со Светланой.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,2018-11-06 22:04,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,70,Результаты,"Debug Presumably Most Se T and L Spine проскринен полностью (121 запись) двумя скринерами (ПВЖ, САС) в открытом скрининге.
Решение об открытости скрининга принято для максимального поощрения совместного принятия решений (в целях шлифовки метода).
Фактически скрининг был осуществлен обоими скринерами целиком через мобильное приложение Rayyan, где не отображаются решения других скринеров, в связи с чем фактически был выполнен вслепую.
По завершении скрининга в отношении всех конфликтов (как в плане решений о включении или исключении, так и в плане выбора шагов исключения) достигнут консенсус, внесены соответствующие уточнения в метод.
Все 121 запись исключены.",,,71,Выводы,"Применение вариаций термина «laminectomy» при поиске в PubMed записей об РКИ и СО о сравнении ранней малоинвазивной фиксации из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых по свободнотекстовому запросу, пересекающему термины, обозначающие травму, с терминами, обозначающими позвоночник, по-видимому, не приводит к обнаружению дополнительных релевантных статей.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2018-11-06 22:26,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,819,"Rayyan:
Отладка свободнотекстового запроса в PubMed, претендующего на максимальную чувствительность в плане ПСМТ ГОП, ПОП
PubMed:
Debug Presumably Most Se T and L Spine Trauma",70,Результаты,"До консенсуса:
65d7977c43b4e777_24541_40428_2018-11-06_18-26-26.csv
После консенсуса:
5746402be421b6b1_24266_40428_2018-11-06_22-22-18.csv",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,2018-11-07 19:40,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"Некоторые последние обновления по методу, ранее не отмеченные в СТМЗ.",,,108,Методы: извлечение,"Будем использовать Parsif.al.
Существенный недостаток — отсутствие системы прав пользователей.
Любой участник может внести любые изменения, при этом авторство изменений не фиксируется.
Однако возможен импорт из BibTeX — одного из форматов, экспорт в которые допускает Rayyan.
Также из коробки поддерживает оценку QoE (хотя почему-то не нашли инструмента экспорта результатов).
Предлагает широкий спектр контролов для форм с приемлемым экспортом в таблицу Excel.
Доступен по MIT лицензии, разработчик известен, некоммерческий проект.
Базовую модель скрининга со включением и исключением, а также указанием критериев — также поддерживает.
Экспорт результатов скрининга — только в таблицу Excel, что ограничивает использование этой функции, но для скрининга по полным текстам, считаем, подойдет.
Не предоставляет особых возможностей анализа данных, да не особо это нам и требуется от него.
В работе уже пятый год.
Принципиальна полезна возможность прямого поиска в вообще платном Scopus.
Sysrev.com отличается системой контроля прав пользователей и трекинга изменений.
Спектр контролов для формы извлечения — ограниченный.
Удобна интеграция извлечения со скринингом, но нам уже не столь актуальна, поскольку первичный скрининг все равно выполняем в Rayyan.
Удобна возможность подгрузить полные тексты, но это не считаем принципиальным.
Проект — на начальных этапах развития.
С учетом содержания разработчицкого блога можно ожидать перспективного развития ресурса.
Наряду с частичной коммерциализацией.
Удобен импорт из PubMed.
Импорт из других источников — неудобен, т. к. поддерживаются только новые версии формата EndNote, а она платная и нам не доступна.
Частично компенсируется возможностью импорта архива с PDF, но осадок остается.
Возможности экспорта ограничиваются CSV и проприетарным форматом EndNote, что тоже нельзя назвать блестящим.
Лицензия и условия пользования в настоящий момент не ясны.
Инструментов для оценки QoE не предоставляет, но в принципе можно реализовать теми же контролами формы, что нагрузит форму, но вообще возможно.
Другие ресурсы из списка (N = 34, см. выше) мы отбраковали на раннем этапе и в деталях уже не рассматривали.",,,68,Методы: синтез,"СО (СОНРИ) в подборке рассмотрим в контексте актуальности.
По РКИ выполним извлечение данных, сконструировав сборную форму на основании уже ранее обсуждавшихся переменных и априорного текста обзора.
Затем качественно синтезируем их.
Структурно будем следовать априорному тексту.",,,66,Методы: дизайн,"В плане недостающих данных по демографии и заболеваемости, как и планировали, выполним дополнительные поиски.
Техника работы с поисками будет аналогичной последней отработанной.
Выгрузка выдачи в Rayyan.
Первичный скрининг (по записям).
Выгрузка включенных записей в Parsif.al.
Скрининг по полным текстам.
Оценка РСО исходов по подходящему для данного дизайна инструменту.
Извлечение данных.
Общая оценка качества данных в пределах исхода по GRADE.
Качественный синтез со структурной опорой на априорный текст.
Оформление текста обзора.
Конкретно для этих показателей по демографии и заболеваемости QoE оценивать не будем.
Так как для них не подходят ни GRADE, ни известные нам инструменты оценки РСО, так как эти показатели получены не в контексте сравнения вмешательств.",,,69,Методы: доказательность,"Мы обратили внимание на следующее обстоятельство.
Оценка доказательности (качества данных) по современной технике производится с помощью инструмента GRADE в пределах каждого конкретного оцениваемого исхода по общему пейзажу всей подборки.
С учетом того, что такая оценка требует, чтобы сведения по данному исходу для каждой работы подборки были уже извлечены и оценены на РСО, целесообразно выполнять этот этап уже после завершения извлечения, на этапе синтеза.
С другой стороны, предполагается, что синтез целесообразно проводить уже с учетом качества оцениваемых данных.
Поэтому оценку по GRADE для каждого интересующего исхода целесообразно проводить по завершении извлечения и до начала синтеза.
Для полной ясности: приступать к синтезу до получения на руки законченной по всем желаемых исходам таблицы вида GRADE Evidence Profile — нецелесообразно.
Технически инструментов для удобной оценки QoE в пределах исхода, но по совокупности исследований в Parsif.al — нет.
Но зато специально для этой цели разработан gdt.gradepro.org.
Им и воспользуемся.
То есть по полном завершении работы в Parsif.al мы перенесем необходимые данные в gdt.gradepro.org и оценим по GRADE уже там (в проекте типа GRADE Evidence Profile).
Перенос данных все равно там необходимо делать вручную, если это не перенос из RevMan.
Импортировать библиографию там не требуется: только число статей по каждому исходу.
Импортировать библиографию возможность есть, но она нас не устраивает: на входе поддерживается только EndNote XML.
По правилам пользования наше попадает в категорию Academic-User, и это бесплатно, но в публикациях потребуется сослаться на GRADEpro (ссылку см. в How to cite на GDT).
Теперь об оценке РСО.
РСО оценивается также для каждого исхода, но уже в пределах работы.
В зависимости от дизайна этой работы применяется тот или иной инструмент.
В отношении РКИ по оценке эффектов вмешательств — RoB 2.0.
В Parsif.al средства оценки QoE расположены до формы извлечения, причем, чтобы пометить случай извлечения как завершенный, требуется заполнить и сведения о QoE.
Оценка РСО как таковая зависит от параметров исследования и типа исхода и не должна требовать знания фактического значения исхода.
Поэтому методически желательно ее выполнять даже до извлечения величины из работы.
Как и будем делать в Parsif.al.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2018-11-08 00:17,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"Сегодня закончили перенос результатов скрининга 297 не исключенных по SFMHSUSH HSSS SSB v2 в Rayyan.
Получилось 95 не исключенных по записи.
Из них, соответственно, часть включенных и часть впоследствии исключенных по полному тексту.
Теперь загружаем эти 95 в Parsif.al.
Кодовое название проекта — то же, что и в Rayyan:
Задние доступы против передних при AO 52–53.A3–A4(n0,m0) 
Заполняем методическую часть проекта.
Добавили новых шагов с учетом сужения рамок обзора до A3–A4(n0,m0):
шаг 10 - тип B или C [Records Excluded Step 10 AO B or C]
шаг 11 - не A3 или A4 [Records Excluded Step 11 Not AO A3 or A4]
шаг 12 - не n0 m0 [Records Excluded Step 12 Not AO n0 m0]
шаг 13 - не доступы [Records Excluded Step 13 Not One Stage Post v One or Two Stage Ant]
шаг 14 - не те исходы [Records Excluded Step 14 No Target Outcomes See List]
Также ВНЕЗАПНО заметили, что 5 наших групп исходов совсем не включают интраоперационные результаты и организационные показатели.
Экономические также не включают, но их брать изначально и не собирались.
Почему же упустили интраоперационные и организационные (в том числе сроки госпитализации), про которые речь шла уже давно, решительно не ясно.
В протоколе обзора от 2018-05-28 16:46 список исходов не указывали.
Тогда написали, что включаем любые результаты.
Впервые список исходов появился в СТМЗ от 2018-08-20 12:36.
Список включал 5 групп, из которых одна сразу оговорена как исключенная, поскольку актуальна только для осложненной травмы (восстановление неврологии).
Итого 4 группы исходов (боль, радикулопатия, качество жизни, лучевые показатели).
Затем при создании априорной версии текста обзора в git использовали этот список без изменений.
Но тогда же добавили 5-ю группу исходов (осложнения, смертность и нетрудоспособность).
Это был коммит [46d23a6] от 17. September 2018 at 01:25:23 GMT+3.
Теперь в Parsif.al вносим и 6-ю группу исходов: интраоперационные и организационные.
Интраоперационные: кровопотеря, трансфузии, длительность операции, длительность рентгеноскопии, интраоперационные осложнения.
Организационные: длительность стационарного лечения, длительность пребывания в ОРИТ.
Обращаем внимание, что эту 6-ю группа исходов добавляем не только для AO 52–53.A3–A4(n0,m0), но для всего обзора в целом.
Шаги, начиная с 10-го, при этом носят специфичный для AO 52–53.A3–A4(n0,m0) характер.
Но при планировании дальнейших шагов в других фрагментах обзора будем их строить по аналогии.
Также здесь исключена группа исходов про радикулопатию, поскольку речь про популяцию n0.
На самом деле нумерация групп исходов отличается.
То есть идет со 2-й группы, т. к. 1-я (восстановление неврологии) — исключена, и так далее.
То есть всего 7 групп исходов, но в этом фрагменте обзора — только 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2018-11-08 01:23,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"5 статей из других источников, включенных в подборку:
11337622[pmid] OR 24981897[pmid] OR 24981907[pmid] OR 25648401[pmid] OR 17320622[pmid] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2018-11-08 07:34,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"По поводу вчерашнего решения о том, что QoE не будем оценивать в плане показателей демографии и заболеваемости.
Все же понимаем, что такой подход — некорректный.
QoE так или иначе необходимо оценивать всегда.
Вне зависимости от типов изучаемых дизайнов и исходов.
Притом лучше оценивать QoE по уже отработанной для данной категории дизайнов и исходов методике.
Поэтому все же сделали ориентировочный запрос.
Google:
risk bias tool incidence studies
Топ-5 выдачи:
1. Systematic Reviews of Incidence and Prevalence Studies: Tools for ... - KTDRR
http://ktdrr.org/products/update/v5n1/dijkers_ktupdate_v5n1-508.pdf
НСО на тему инструментов для оценки РСО по заболеваемости 
Автор заключает позицией, что такие инструменты — нужны.
Более того, что они есть: Shamliyan 2010.
2. Tools for assessing risk of reporting biases in studies and syntheses of ...
https://bmjopen.bmj.com/content/8/3/e019703
Page 2018.
СО инструментов для оценки РСО.
Ни одного по заболеваемости.
С оценкой на уровне отдельного исхода и с поддержкой нескольких источников РСО — только кокрейновские RoB 2.0 и ROBINS-I.
3. ROBINS-I | Cochrane Bias - Cochrane ...
https://methods.cochrane.org/bias/risk-bias-non-randomized-studies-interventions
РСО в НРИ вмешательств.
4. ROBIS: A new tool to assess risk of bias in systematic reviews was developed ...
https://www.sciencedirect.com/science/article/pii/S089543561500308X
РСО в СО.
5. Three risk of bias tools lead to opposite conclusions in observational research ...
https://www.sciencedirect.com/science/article/pii/S0895435618300398
НСО инструментов оценки РСО в НРИ вмешательств.
-----
Подтвержается, таким образом, наше представление, что инструменты оценки РСО в плане заболеваемости малоизвестны.
Однако на Shamliyan 2010 посмотрим.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,2018-11-08 12:10,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"Также посмотрим про инструменты оценки РСО по демографии.
Google:
risk bias tool demographic
Топ-5:
1. Risk of Bias tools | Bristol Medical School: Population Health Sciences ...
https://www.bristol.ac.uk/population-health-sciences/centres/cresyda/barr/riskofbias/
Содержание страницы — настолько монументально, что хочется его зацитировать целиком.
Risk of bias assessment tools
Welcome to our pages about risk of bias tools for use in systematic reviews.
Go to ROBINS-I tool (Risk Of Bias in Non-randomized Studies - of Interventions)
Go to RoB 2.0 tool (revised tool for Risk of Bias in randomized trials)
Go to ROBINS-E tool (Risk Of Bias in Non-randomized Studies - of Exposures)
Feedback is welcome to julian.higgins@bristol.ac.uk
2. ROBINS-E | Bristol Medical School: Population Health Sciences | University ...
https://www.bristol.ac.uk/population-health-sciences/centres/cresyda/barr/riskofbias/robins-e/
РСО в НРИ факторов экспозиции.
3. 2. Modified Cochrane Risk of Bias Tool - ...
https://www.ncbi.nlm.nih.gov/books/NBK447535/bin/appd-fm2.pdf
Модифицированная версия Cochrane RoB.
4. Tools for assessing risk of reporting biases in studies and syntheses of ...
https://bmjopen.bmj.com/content/8/3/e019703
Все та же статья Page 2018.
5. Assessing risk of bias in included studies - Cochrane Methods
https://methods.cochrane.org/bias/sites/methods.cochrane.org.bias/files/public/uploads/6.%2520Assessing%2520risk%2520of%2520bias%2520in%2520included%2520studies%2520v1.0%2520Standard%2520author%2520slides.pdf
Презентация по оценке РСО по Cochrane Handbook 5.1.
В общем, ни одного попадания.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,2018-11-08 19:33,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,Ну и ни одного конкретного инструмента для оценки РСО в исследованиях заболеваемости Shamliyan 2010 не обнаружили.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2018-11-09 08:51,28,"Поисковый запрос в PubMed, обновление старого",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,1,Название,,764,[Systematic SB or HSSS RCTs v. 2] Spinal Fractures with Sx SH up to Jun 5 2018,4,Текст запроса,"(((""spinal fractures""[mh]) AND surgery[sh] AND ((((systematic review [ti] OR meta-analysis [pt] OR meta-analysis [ti] OR systematic literature review [ti] OR this systematic review [tw] OR pooling project [tw] OR (systematic review [tiab] AND review [pt]) OR meta synthesis [ti] OR meta-analy*[ti] OR integrative review [tw] OR integrative research review [tw] OR rapid review [tw] OR umbrella review [tw] OR consensus development conference [pt] OR practice guideline [pt] OR drug class reviews [ti] OR cochrane database syst rev [ta] OR acp journal club [ta] OR health technol assess [ta] OR evid rep technol assess summ [ta] OR jbi database system rev implement rep [ta]) OR (clinical guideline [tw] AND management [tw]) OR ((evidence based[ti] OR evidence-based medicine [mh] OR best practice* [ti] OR evidence synthesis [tiab]) AND (review [pt] OR diseases category[mh] OR behavior and behavior mechanisms [mh] OR therapeutics [mh] OR evaluation studies[pt] OR validation studies[pt] OR guideline [pt] OR pmcbook)) OR ((systematic [tw] OR systematically [tw] OR critical [tiab] OR (study selection [tw]) OR (predetermined [tw] OR inclusion [tw] AND criteri* [tw]) OR exclusion criteri* [tw] OR main outcome measures [tw] OR standard of care [tw] OR standards of care [tw]) AND (survey [tiab] OR surveys [tiab] OR overview* [tw] OR review [tiab] OR reviews [tiab] OR search* [tw] OR handsearch [tw] OR analysis [ti] OR critique [tiab] OR appraisal [tw] OR (reduction [tw]AND (risk [mh] OR risk [tw]) AND (death OR recurrence))) AND (literature [tiab] OR articles [tiab] OR publications [tiab] OR publication [tiab] OR bibliography [tiab] OR bibliographies [tiab] OR published [tiab] OR pooled data [tw] OR unpublished [tw] OR citation [tw] OR citations [tw] OR database [tiab] OR internet [tiab] OR textbooks [tiab] OR references [tw] OR scales [tw] OR papers [tw] OR datasets [tw] OR trials [tiab] OR meta-analy* [tw] OR (clinical [tiab] AND studies [tiab]) OR treatment outcome [mh] OR treatment outcome [tw] OR pmcbook)) NOT (letter [pt] OR newspaper article [pt]))) OR (((randomized controlled trial [pt]) OR (randomized controlled trial [mh) OR (controlled clinical trial [pt]) OR randomized[tiab] OR randomised[tiab] OR placebo[tiab] OR (drug therapy [sh]) OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[mh] NOT humans[mh])))) 1600/01/01:2018/06/05[cdat]) not (((""spinal fractures""[mh]) AND surgery[sh] AND (systematic[sb] OR ((randomized controlled trial[pt]) OR (controlled clinical trial[pt]) OR randomized[tiab] OR placebo[tiab] OR (drug therapy[sh]) OR randomly[tiab] OR trial[tiab] OR groups[tiab]) NOT (animals[mh] NOT humans[mh]))) 1600/01/01:2018/06/05[cdat])",,,59,Комментарий,"Оцениваем результативность v2 модификации SFMHSUSH SSB HSSS.
Должен выдать 1135-1117=18 записей.
Так и есть.
Просмотрим их все.
Ни одной включенной.",,,22,Всего возвратил записей,18,,,71,Выводы,Благоприятный эффект модификации не доказан.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,2018-11-09 12:13,8,"Мужчина, консультация амбулаторно",90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,58,Жалобы и их анамнез,Боль в правой ноге 3 месяца.,,,48,"На рентгенограммах (КТ, МРТ)",На МРТ ДДЗП ПКОП.,,,42,Рекомендовано,"Без операции.
ЛФК, укрепление мышц спины.
Плавание.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2018-11-10 20:15,5,Исследование,90,Ранняя малоинвазивная фиксация из заднего доступа против других лечебных тактик при неосложненных переломах грудных и поясничных позвонков у живых взрослых,59,Комментарий,"Закончили сейчас отбор по полным текстам по 52–53.A3–A4(n0,m0).
Включили 12 работ из 99, отобранных по первичному скринингу.
Из них 4 РКИ, 8 СОНРИ.
Приступаем к разработке форм извлечения и оценки QoE.
Также в Parsif.al.
Список исходов — по плану (08.11.2018 - 00:17).
Оценка QoE будет включать RoB 2.0 по РКИ (в редакции от октября 2018) и ROBIS для СОНРИ.
Затем извлечем данные.
Затем оценим качество по GRADE (только по РКИ).
Количественный синтез не планируем.
СОНРИ рассмотрим как бэкграунд.
Затем выполним поиски по заболеваемости и демографии и заполним этот раздел.
На этом промежуточный отчет по 52–53.A3–A4(n0,m0) завершим.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
