BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
7,,a36455574,"Сафарова, С.  С.","ПРЕДИКТИВНАЯ ЦЕННОСТЬ ОЦЕНКИ
БИОХИМИЧЕСКИХ МАРКЕРОВ МЕТАБОЛИЗМА
КОСТИ И ИЗМЕРЕНИЙ МИНЕРАЛЬНОЙ
ПЛОТНОСТИ КОСТИ У ЖЕНЩИН С
ДИАБЕТОМВ ПРЕИ ПОСТМЕНОПАУЗЕ",Медицинские новости,,10,,76--79,2018,,,https://elibrary.ru/item.asp?id=36455574,,,,,,,,,,,,,,,,,
7,,a35648191,"Сафонова, Ю.  А.; Зоткин, Е.  Г.; Клиценко, О.  А.","ПРОГНОЗИРОВАНИЕ РИСКА ПАДЕНИЙ И
ПЕРЕЛОМОВ С ПОМОЩЬЮ
СТАБИЛОМЕТРИЧЕСКОГО ИССЛЕДОВАНИЯ У
ЛЮДЕЙ СТАРШЕ 65 ЛЕТ",Успехи геронтологии,31,4,,517--524,2018,,,https://elibrary.ru/item.asp?id=35648191,,,,,,,,,,,,,,,,,
7,,a37173486,"Семенов, В.  В.","ОСОБЕННОСТИ ОКАЗАНИЯ ПЕРВОЙ
ВРАЧЕБНОЙ ПОМОЩИ ПРИ ТРАВМАХ
ПОЗВОНОЧНИКА",Врач скорой помощи,,3,,22--43,2019,,,https://elibrary.ru/item.asp?id=37173486,,,,,,,,,,,,,,,,,
7,,a37096074,"Семенова, Н.  А.; Анисимова, И.  В.; Володин, И.  В.; Ступина, А.  В.; Абдраисова, А.  Т.; Цокова, И.  Б.; Башарин, С.  А.","ДЕЛЕЦИЯ ИМПРИНТИРОВАННОГО РЕГИОНА
14Q32.2 У ПАЦИЕНТА С СИНДРОМОМ
КАГАМИ-ОГАТА",Медицинская генетика,17,11,,43--47,2018,,,https://elibrary.ru/item.asp?id=37096074,,,,,,,,,,,,,,,,,
7,,a35189975,"Сергеев, К.  С.; Данилова, А.  В.; Гринь, А.  А.","СТАТИСТИЧЕСКИЕ АСПЕКТЫ СОЧЕТАННЫХ
ПОВРЕЖДЕНИЙ КОСТЕЙ ТАЗА И БЕДРА",Медицинская наука и образование Урала,19,2,,28--30,2018,,,https://elibrary.ru/item.asp?id=35189975,,,,,,,,,,,,,,,,,
7,,a35559493,"Сергеев, М.  А.; Шоркина, О.  И.","ВЛИЯНИЕ НЕЙРОТРАВМЫ НА
КЛИНИЧЕСКИЕ ПОКАЗАТЕЛИ И
НЕВРОЛОГИЧЕСКИЙ СТАТУС СВИНЕЙ",Ученые записки Казанской государственной академии ветеринарной медицины им. Н.Э. Баумана,235,3,,151--155,2018,,,https://elibrary.ru/item.asp?id=35559493,,,,,,,,,,,,,,,,,
7,,a36499112,"Сердобинцев, М.  С.; Яблонский, П.  К.; Соколович, Е.  Г.; Сазонов, К.  А.; Новиков, В.  В.; Черновол, Т.  Е.; Дьякова, М.  Е.; Эсмедляева, Д.  С.; Шувалова, Е.  В.; Вишневский, А.  А.; Олейник, В.  В.; Черкасов, А.  Ю.","МЕТАБОЛИЧЕСКИЕ НАРУШЕНИЯ КОСТНОЙ
ТКАНИ У БОЛЬНЫХ ТУБЕРКУЛЕЗНЫМ
СПОНДИЛИТОМ И ВИЧ-ИНФЕКЦИЕЙ",Медицинский альянс,,3,,10--15,2018,,,https://elibrary.ru/item.asp?id=36499112,,,,,,,,,,,,,,,,,
7,,a36646810,"Синица, Н.  С.; Кравцов, С.  А.; Мещеряков, С.  А.","ТЯЖЕЛАЯ КАТАТРАВМА У ДЕТЕЙ.
ИНТЕГРАТИВНЫЙ ПОДХОД В ЛЕЧЕНИИ",Политравма,,4,,64--70,2018,,,https://elibrary.ru/item.asp?id=36646810,,,,,,,,,,,,,,,,,
7,,a36263975,"Сирота, Г.  Г.; Кирилина, С.  И.; Сирота, В.  С.; Лебедева, М.  Н.; Иванова, Е.  Ю.; Первухин, С.  А.; Стаценко, И.  А.; Гусев, А.  Ф.","КИШЕЧНАЯ И НУТРИТИВНАЯ
НЕДОСТАТОЧНОСТЬ ПРИ ОСЛОЖНЕННОЙ
ТРАВМЕ ШЕЙНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Политравма,,3,,20--26,2018,,,https://elibrary.ru/item.asp?id=36263975,,,,,,,,,,,,,,,,,
7,,a35647043,"Сичинава, В.  Г.","ОСОБЕННОСТИ ПРОВЕДЕНИЯ
РАДИОЧАСТОТНОЙ НЕВРОТОМИИ
МЕДИАЛЬНОЙ ВЕТВИ В ШЕЙНОМ ОТДЕЛЕ
ПОЗВОНОЧНИКА",Ендоваскулярна нейрорентгенохірургія,,2,,37--43,2018,,,https://elibrary.ru/item.asp?id=35647043,,,,,,,,,,,,,,,,,
7,,a36313404,"Скворцов, В.  В.; Старова, А.  Р.; Миронов, А.  А.; Федотова, И.  В.; Морозов, А.  В.; Власов, М.  Ю.","ТРАВМЫ И ЗАБОЛЕВАНИЯ ПОЗВОНОЧНИКА
В ПРАКТИКЕ СПОРТИВНОГО ВРАЧА",Главврач,,9,,61--64,2018,,,https://elibrary.ru/item.asp?id=36313404,,,,,,,,,,,,,,,,,
7,,a36379395,"Скляренко, О.  В.; Животенко, А.  П.; Кошкарева, З.  В.; Ипполитова, Е.  Г.; Верхозина, Т.  К.; Цысляк, Е.  С.","ШЕЙНОПЛЕЧЕВОЙ СИНДРОМ У ПАЦИЕНТОВ
С ОСТЕОХОНДРОЗОМ ПОЗВОНОЧНИКА",Acta Biomedica Scientifica,3,5,,66--71,2018,,,https://elibrary.ru/item.asp?id=36379395,,,,,,,,,,,,,,,,,
7,,a35290358,"Скрябин, Е.  Г.; Колунин, Е.  Т.","ПРОФИЛАКТИКА ТРАВМ И ОБОСТРЕНИЙ
ЗАБОЛЕВАНИЙ ПОЗВОНОЧНОГО СТОЛБА В
ПРОЦЕССЕ СПОРТИВНОЙ ПОДГОТОВКИ",Теория и практика физической культуры,,7,,33--35,2018,,,https://elibrary.ru/item.asp?id=35290358,,,,,,,,,,,,,,,,,
7,,a36646805,"Слиняков, Л.  Ю.; Черняев, А.  В.; Липина, М.  М.; Калинский, Е.  Б.; Симонян, А.  Г.","ПЕРКУТАННЫЕ МЕТОДИКИ СТАБИЛИЗАЦИИ
ПОЗВОНОЧНИКА У ПАЦИЕНТОВ ПОЖИЛОГО
И СТАРЧЕСКОГО ВОЗРАСТА ПРИ
СОЧЕТАННЫХ ПОВРЕЖДЕНИЯХ",Политравма,,4,,31--36,2018,,,https://elibrary.ru/item.asp?id=36646805,,,,,,,,,,,,,,,,,
7,,a36414845,"Слынько, Е.  И.; Нехлопочин, А.  С.","ИЗУЧЕНИЕ ДИНАМИКИ ИЗМЕНЕНИЯ
СЕГМЕНТАРНОГО КИФОЗА
ОПЕРИРОВАННОГО СЕГМЕНТА ПРИ
ВЕНТРАЛЬНОМ СУБАКСИАЛЬНОМ
ЦЕРВИКОСПОНДИЛОДЕЗЕ",Нейрохирургия и неврология Казахстана,,2,,50--55,2018,,,https://elibrary.ru/item.asp?id=36414845,,,,,,,,,,,,,,,,,
7,,a35292839,"Слынько, Е.  И.; Нехлопочин, А.  С.","ОПТИМИЗАЦИЯ ХИРУРГИЧЕСКОЙ
КОРРЕКЦИИ САГИТТАЛЬНОГО КОНТУРА
ПОЗВОНОЧНО-ДВИГАТЕЛЬНОГО СЕГМЕНТА
ПРИ ВЫПОЛНЕНИИ ВЕНТРАЛЬНОГО
СУБАКСИАЛЬНОГО
ЦЕРВИКОСПОНДИЛОДЕЗА",Травма,19,3,,67--74,2018,,,https://elibrary.ru/item.asp?id=35292839,,,,,,,,,,,,,,,,,
7,,a37148524,"Смелая, Т.  В.; Скороходова, Л.  А.; Болтаев, П.  Г.","ЗНАЧЕНИЕ МОНИТОРИНГА ПОКАЗАТЕЛЕЙ
БИОМЕХАНИКИ ДЫХАНИЯ ДЛЯ ОЦЕНКИ
ЭКОНОМИЧЕСКОЙ ЭФФЕКТИВНОСТИ
ЛЕЧЕНИЯ ПОСТРАДАВШИХ С ТЯЖЕЛОЙ
ТРАВМОЙ ГРУДНОЙ КЛЕТКИ",Медицинский вестник МВД,,2,,72--79,2019,,,https://elibrary.ru/item.asp?id=37148524,,,,,,,,,,,,,,,,,
7,,a36587318,"Соболенко, А.  И.","ОСОБЕННОСТИ ИСПОЛЬЗОВАНИЯ
ЭЛЛИПСОИДНЫХ ТРЕНГАЖЕРОВ",Актуальные научные исследования в современном мире,,11,,147--152,2018,,,https://elibrary.ru/item.asp?id=36587318,,,,,,,,,,,,,,,,,
7,,a35041094,"Солодовников, А.  Г.; Лесняк, О.  М.; Добровольская, О.  В.; Белова, К.  Ю.; Варавко, Ю.  А.; Голубев, Г.  Ш.; Гребенщиков, В.  А.; Ершова, О.  Б.; Зоткин, Е.  Г.; Иванов, С.  Н.; Кочиш, А.  Ю.; Меньшикова, Л.  В.; Усенко, К.  П.","КАЧЕСТВО ЖИЗНИ ПАЦИЕНТОВ,
ПЕРЕНЕСШИХ ОСТЕОПОРОТИЧЕСКИЙ
ПЕРЕЛОМ ПОЗВОНКОВ",Научно-практическая ревматология,56,1,,48--54,2018,,,https://elibrary.ru/item.asp?id=35041094,,,,,,,,,,,,,,,,,
7,,a35105136,"Сороковиков, В.  А.; Стемплевский, О.  П.; Бянкин, В.  Ф.; Алексеева, Н.  В.","КЛИНИКА, ДИАГНОСТИКА И ЛЕЧЕНИЕ
ПОВРЕЖДЕНИЙ ПОЗВОНОЧНИКА У ДЕТЕЙ",Acta Biomedica Scientifica,3,2,,68--74,2018,,,https://elibrary.ru/item.asp?id=35105136,,,,,,,,,,,,,,,,,
7,,a36415843,"Старова, А.  Р.; Миронов, А.  А.; Скворцов, В.  В.","ПОВРЕЖДЕНИЯ И ЗАБОЛЕВАНИЯ
ПОЗВОНОЧНИКА У СПОРТСМЕНОВ:
ОСНОВНЫЕ ПРИЗНАКИ, ПЕРВАЯ
МЕДИЦИНСКАЯ ПОМОЩЬ, ПРОФИЛАКТИКА",Терапевт,,11,,71--73,2018,,,https://elibrary.ru/item.asp?id=36415843,,,,,,,,,,,,,,,,,
7,,a36773871,"Старовойтов, С.  О.; Мальчиков, А.  Я.; Субботин, А.  В.; Ворончихин, А.  Е.","ХИРУРГИЧЕСКОЕ ЛЕЧЕНИЕ ПАЦИЕНТОВ С
МНОЖЕСТВЕННЫМИ ПЕРЕЛОМАМИ РЕБЕР","Здоровье, демография, экология финно-угорских народов",,4,,35--38,2018,,,https://elibrary.ru/item.asp?id=36773871,,,,,,,,,,,,,,,,,
7,,a37231159,"Стаценко, И.  А.; Лебедева, М.  Н.; Пальмаш, А.  В.; Первухин, С.  А.; Рерих, В.  В.; Лукинов, В.  Л.","ВЛИЯНИЕ
ДЕКОМПРЕССИВНО-СТАБИЛИЗИРУЮЩИХ
ОПЕРАЦИЙ НА ДЛИТЕЛЬНОСТЬ
ГЕМОДИНАМИЧЕСКОЙ ПОДДЕРЖКИ У
ПАЦИЕНТОВ В ОСТРЫЙ ПЕРИОД
ОСЛОЖНЕННОЙ ТРАВМЫ ШЕЙНОГО ОТДЕЛА
ПОЗВОНОЧНИКА",Вестник интенсивной терапии имени А.И. Салтанова,,1,,85--93,2019,,,https://elibrary.ru/item.asp?id=37231159,,,,,,,,,,,,,,,,,
7,,a36870897,"Стаценко, И.  А.; Лебедева, М.  Н.; Первухин, С.  А.; Пальмаш, А.  В.; Рерих, В.  В.; Самохин, А.  Г.; Волков, С.  Г.","ОСОБЕННОСТИ ТЕЧЕНИЯ ОСЛОЖНЕННОЙ
ТРАВМЫ ШЕЙНОГО ОТДЕЛА ПОЗВОНОЧНИКА
В ЗАВИСИМОСТИ ОТ СРОЧНОСТИ
ВЫПОЛНЕНИЯ ДЕКОМПРЕССИИ СПИННОГО
МОЗГА",Современные проблемы науки и образования,,6,,16,2018,,,https://elibrary.ru/item.asp?id=36870897,,,,,,,,,,,,,,,,,
7,,a36979295,"Степанов, Г.  А.; Карпенко, Д.  О.; Александрова, М.  А.; Подгорный, О.  В.; Полтавцева, Р.  А.; Ревищин, А.  В.; Марей, М.  В.; Сухих, Г.  Т.","КСЕНОТРАНСПЛАНТАЦИЯ ФЕТАЛЬНЫХ
СТВОЛОВЫХ/ПРОГЕНИТОРНЫХ КЛЕТОК
МОЗГА ЧЕЛОВЕКА ПРИ ТРАВМЕ СПИННОГО
МОЗГА ВЗРОСЛЫХ КРЫС",Бюллетень экспериментальной биологии и медицины,135,4,,466--470,2003,,,https://elibrary.ru/item.asp?id=36979295,,,,,,,,,,,,,,,,,
7,,a35122894,"Стопоров, А.  Г.; Каладзе, Н.  Н.; Савелко, Н.  В.","РЕЗУЛЬТАТЫ САНАТОРНО-КУРОРТНОГО
ЭТАПА РЕАБИЛИТАЦИИ БОЛЬНЫХ С
ПОСЛЕДСТВИЯМИ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Вестник физиотерапии и курортологии,24,1,,128--129,2018,,,https://elibrary.ru/item.asp?id=35122894,,,,,,,,,,,,,,,,,
7,,a36685534,"Строганова, Е.  В.; Шадрин, О.  Н.; Кузьмина, Ю.  О.","СОМАТИЧЕСКИЕ ДИСФУНКЦИИ РЕГИОНА
ШЕИ У ДЕТЕЙ ПЕРВОГО ПОЛУГОДИЯ
ЖИЗНИ: КЛИНИЧЕСКИЕ ПРОЯВЛЕНИЯ И
РЕЗУЛЬТАТЫ ОСТЕОПАТИЧЕСКОЙ
КОРРЕКЦИИ",Российский остеопатический журнал,,3,,33--41,2018,,,https://elibrary.ru/item.asp?id=36685534,,,,,,,,,,,,,,,,,
7,,a35126358,"Сырчин, Е.  Ю.; Шарипов, Р.  А.","ОБОСНОВАНИЕ ЦЕЛЕСООБРАЗНОСТИ
СПИНАЛЬНО-ЭПИДУРАЛЬНОЙ АНЕСТЕЗИИ
ПРИ РАСШИРЕННЫХ
РЕКОНСТРУКТИВНО-ПЛАСТИЧЕСКИХ
ОПЕРАЦИЯХ В УРОЛОГИИ",Медицинский вестник Башкортостана,13,2,,28--32,2018,,,https://elibrary.ru/item.asp?id=35126358,,,,,,,,,,,,,,,,,
7,,a37181980,"Сысоев, Ю.  И.; Дагаев, С.  Г.; Кубарская, Л.  Г.; Гайкова, О.  Н.; Узуегбунам, Б.  Ч.; Модисе, К.; Маквана, Т.  Л.; Оковитый, С.  В.","НЕЙРОПРОТЕКТОРНАЯ АКТИВНОСТЬ
АГОНИСТА АЛЬФА-2 АДРЕНОРЕЦЕПТОРОВ
МАФЕДИНА НА МОДЕЛИ
ЧЕРЕПНО-МОЗГОВОЙ ТРАВМЫ У КРЫС",Биомедицина,15,1,,62--77,2019,,,https://elibrary.ru/item.asp?id=37181980,,,,,,,,,,,,,,,,,
7,,a36386922,"Тарасенко, О.  М.; Забара, О.  Ю.","ПРИЧИНИ ВИНИКНЕННЯ
ХРЕБЕТНО-СПИННОМОЗКОВИХ ТРАВМ",Вестник проблем биологии и медицины,2,4,,65--66,2013,,,https://elibrary.ru/item.asp?id=36386922,,,,,,,,,,,,,,,,,
7,,a36962073,"Тарасенко, О.  М.; Забара, О.  Ю.","ПРИЧИНИ ВИНИКНЕННЯ
ХРЕБЕТНО-СПИННОМОЗКОВИХ ТРАВМ",Вестник проблем биологии и медицины,2,4,,65--66,2012,,,https://elibrary.ru/item.asp?id=36962073,,,,,,,,,,,,,,,,,
7,,a35161397,"Тардов, М.  В.; Стулин, И.  Д.; Кунельская, Н.  Л.; Заоева, З.  О.","ДИНАМИКА ЦЕРЕБРАЛЬНОГО
ГЕМОДИНАМИЧЕСКОГО РЕЗЕРВА У
БОЛЬНЫХ С ОБСТРУКТИВНЫМ АПНОЭ СНА
НА ФОНЕ ТЕРАПИИ ПОСТОЯННЫМ
ПОВЫШЕНЫМ ДАВЛЕНИЕМ В ДЫХАТЕЛЬНЫХ
ПУТЯХ",Журнал неврологии и психиатрии им. C.C. Корсакова,118,5,,14--17,2018,,,https://elibrary.ru/item.asp?id=35161397,,,,,,,,,,,,,,,,,
7,,a35617707,"Ташибеков, Ж.  Т.","РЕЗУЛЬТАТЫ ХИРУРГИЧЕСКОГО ЛЕЧЕНИЯ
ПОЗВОНОЧНО-СПИННОМОЗГОВОЙ ТРАВМЫ",Вестник КГМА им. И.К. Ахунбаева,,1,,94--100,2018,,,https://elibrary.ru/item.asp?id=35617707,,,,,,,,,,,,,,,,,
7,,a36914711,"Ташибеков, Ж.  Т.","ЗАКРЫТАЯ РЕКЛИНАЦИЯ В
ХИРУРГИЧЕСКОМ ЛЕЧЕНИИ ОСЛОЖНЕННЫХ
ТРАВМ ПОЗВОНОЧНИКА",Вестник Казахского Национального медицинского университета,,2,,456--459,2015,,,https://elibrary.ru/item.asp?id=36914711,,,,,,,,,,,,,,,,,
7,,a37335868,"Тищенко, Г. Е.","НАРУШЕНИЕ ФУНКЦИИ НИЖНИХ
МОЧЕВЫДЕЛИТЕЛЬНЫХ ПУТЕЙ НА ФОНЕ
ПОВРЕЖДЕНИЙ И ЗАБОЛЕВАНИЙ СПИННОГО
МОЗГА. СПЕКТР ДИАГНОСТИЧЕСКИХ
ПРОЦЕДУР",Урологические ведомости,9,NaN,,96--97,2019,,,https://elibrary.ru/item.asp?id=37335868,,,,,,,,,,,,,,,,,
7,,a35245992,"Ткаченко, П.  В.; Даминов, В.  Д.; Карпов, О.  Э.","СИНХРОНИЗИРОВАННОЕ ПРИМЕНЕНИЕ
ЭКЗОСКЕЛЕТА С ФУНКЦИОНАЛЬНОЙ
ЭЛЕКТРОСТИМУЛЯЦИЕЙ У ПАЦИЕНТОВ С
ПОСЛЕДСТВИЯМИ ТРАВМЫ СПИННОГО
МОЗГ",Вестник восстановительной медицины,,3,,123--130,2018,,,https://elibrary.ru/item.asp?id=35245992,,,,,,,,,,,,,,,,,
7,,a37101558,"Толкачев, В.  С.; Бажанов, С.  П.; Ульянов, В.  Ю.; Федонников, А.  С.; Нинель, В.  Г.; Салиху, X.; Норкин, И.  А.","ЭПИДЕМИОЛОГИЯ ТРАВМ ПОЗВОНОЧНИКА
И СПИННОГО МОЗГА",Саратовский научно-медицинский журнал,14,3,,592--595,2018,,,https://elibrary.ru/item.asp?id=37101558,,,,,,,,,,,,,,,,,
7,,a35631148,"Трубицына, И.  Е.; Федотова, Т.  Ф.; Михалев, И.  В.; Ефремов, Л.  И.; Клещев, В.  Н.; Клещев, В.  В.; Михайлова, С.  Ф.; Винокурова, Л.  В.; Дегтерев, Д.  А.; Варванина, Г.  Г.","АЛКОГОЛЬ-АССОЦИИРОВАННЫЕ
ПОВРЕЖДЕНИЯ ВНУТРЕННИХ ОРГАНОВ У
КРЫС",Экспериментальная и клиническая гастроэнтерология,,6,,90--93,2018,,,https://elibrary.ru/item.asp?id=35631148,,,,,,,,,,,,,,,,,
7,,a35110615,"Тураева, Н.  И.; Кароматов, И.  Д.","МАЛОИЗВЕСТНЫЕ ЛЕКАРСТВЕННЫЕ
РАСТЕНИЯ ХОХЛАТКА ЛЕДЕБУРА И
ХОХЛАТКА СЕВЕЦОВА",Биология и интегративная медицина,,3,,140--146,2018,,,https://elibrary.ru/item.asp?id=35110615,,,,,,,,,,,,,,,,,
7,,a37164610,"Тучиев, И.  С.; Газимагомедов, С.  М.","АЛГОРИТМ ПРИМЕНЕНИЯ МЕТОДОВ
НЕЙРОПРОТЕКЦИИ ПРИ ТРАВМАХ ШЕЙНОГО
ОТДЕЛА ПОЗВОНОЧНИКА И СПИННОГО
МОЗГА В ОСТРОМ И РАННЕМ ПЕРИОДАХ",Бюллетень медицинских интернет-конференций,8,11,,586,2018,,,https://elibrary.ru/item.asp?id=37164610,,,,,,,,,,,,,,,,,
7,,a36897091,"Улугмуратов, А.  А.; Мавлянов, Ф.  Ш.; Мирзаев, З.  Х.; Нормуродов, Д.  К.; Исламов, А.  Р.","ЭФФЕКТИВНОСТЬ ВИДЕОЛАПАРОСКОПИИ В
ДИАГНОСТИКЕ И ЛЕЧЕНИИ ЗАКРЫТЫХ
ТРАВМ ПАРЕНХИМАТОЗНЫХ ОРГАНОВ
БРЮШНОЙ ПОЛОСТИ У ДЕТЕЙ",Детская хирургия,23,1,,62,2019,,,https://elibrary.ru/item.asp?id=36897091,,,,,,,,,,,,,,,,,
7,,a35741853,"Ульянов, В.  Ю.; Гришин, С.  Е.; Пучиньян, Д.  М.; Федонников, А.  С.; Щуковский, Н.  В.; Норкин, И.  А.","ПРОФЕССОР ВАЛЕРИЙ ВЛАДИМИРОВИЧ
ЩУКОВСКИЙ (К 70-ЛЕТИЮ СО ДНЯ
РОЖДЕНИЯ)",Саратовский научно-медицинский журнал,14,2,,309--311,2018,,,https://elibrary.ru/item.asp?id=35741853,,,,,,,,,,,,,,,,,
7,,a36365729,"Уматалиев, Р.  А.; Каримов, У.  А.; Чожонов, А.  А.","СТАБИЛИЗИРУЮЩЕ-ДЕКОМПРЕССИОННОЕ
ОПЕРАТИВНОЕ ЛЕЧЕНИЕ ПРИ
ОСЛОЖНЕННОЙ ТРАВМЕ ГРУДНОГО И
ПОЯСНИЧНОГО ОТДЕЛОВ ПОЗВОНОЧНИКА",Медицина Кыргызстана,1,3,,72--74,2018,,,https://elibrary.ru/item.asp?id=36365729,,,,,,,,,,,,,,,,,
7,,a37077503,"Уртаев, Б.  М.; Ярема, В.  И.; Тотоева, О.  Н.; Цибирова, А.  Э.; Кравченко, Е.  В.","АНАТОМИЧЕСКИЕ ОСОБЕННОСТИ
СТРОЕНИЯ И ТОПОГРАФИИ ЩИТОВИДНОЙ
ЖЕЛЕЗЫ ПО ДАННЫМ АУТОПСИИ",Морфологические ведомости,26,3,,27--30,2018,,,https://elibrary.ru/item.asp?id=37077503,,,,,,,,,,,,,,,,,
7,,a36263977,"Филатов, Е.  В.; Коновалова, Н.  Г.; Урюпин, В.  Ю.; Палаткин, П.  П.; Ляховецкая, В.  В.","ДИНАМИКА СПАСТИЧЕСКОГО СИНДРОМА У
ПАЦИЕНТОВ С ТРАВМАТИЧЕСКОЙ
БОЛЕЗНЬЮ СПИННОГО МОЗГА НА ФОНЕ
ЛЕЧЕНИЯ И ЕГО ВЛИЯНИЕ НА
ДВИГАТЕЛЬНУЮ РЕАБИЛИТАЦИЮ",Политравма,,3,,34--41,2018,,,https://elibrary.ru/item.asp?id=36263977,,,,,,,,,,,,,,,,,
7,,a36870940,"Филимонова, Г.  Н.; Мигалкин, Н.  С.","МОРФОЛОГИЧЕСКАЯ ХАРАКТЕРИСТИКА
ПАРАВЕРТЕБРАЛЬНЫХ МЫШЦ ПАЦИЕНТОВ С
ПАТОЛОГИЕЙ ПОЗВОНОЧНИКА,
ОБУСЛОВЛЕННОЙ НЕЙРОМЫШЕЧНЫМИ
ЗАБОЛЕВАНИЯМИ",Современные проблемы науки и образования,,6,,59,2018,,,https://elibrary.ru/item.asp?id=36870940,,,,,,,,,,,,,,,,,
7,,a37171478,"Филиппов, Н.  И.; Гасанов, Э.  С.","КЛИНИКО-МОРФОЛОГИЧЕСКАЯ ОЦЕНКА
ПАТОЛОГИЧЕСКИХ ПРОЦЕССОВ В
ТРАВМАТОЛОГИЧЕСКОЙ ПРАКТИКЕ СРЕДИ
ВОЕННОСЛУЖАЩИХ МОЛОДОГО ВОЗРАСТА",Известия Российской Военно-медицинской академии,37,1,,318--319,2018,,,https://elibrary.ru/item.asp?id=37171478,,,,,,,,,,,,,,,,,
7,,a35302070,"Фищенко, Я.  В.; Кудрин, А.  П.; Кравчук, Л.  Д.","РАДИОЧАСТОТНАЯ НЕЙРОАБЛЯЦИЯ В
ЛЕЧЕНИИ БОЛЕВОГО СИНДРОМА
КРЕСТЦОВО-ПОДВЗДОШНОГО СУСТАВА",Боль. Суставы. Позвоночник,8,2,,80--84,2018,,,https://elibrary.ru/item.asp?id=35302070,,,,,,,,,,,,,,,,,
7,,a35656075,"Фищенко, Я.  В.; Рой, И.  В.; Кравчук, Л.  Д.; Кудрин, А.  П.","РОЛЬ НЕСТЕРОИДНЫХ
ПРОТИВОВОСПАЛИТЕЛЬНЫХ ПРЕПАРАТОВ В
ЛЕЧЕНИИ БОЛЕВОГО СИНДРОМА ПРИ
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКИХ
ЗАБОЛЕВАНИЯХ ПОЯСНИЧНО-КРЕСТЦОВОГО
ОТДЕЛА ПОЗВОНОЧНИКА",Травма,19,4,,78--83,2018,,,https://elibrary.ru/item.asp?id=35656075,,,,,,,,,,,,,,,,,
7,,a36412722,"Фищенко, Я.  В.; Рой, И.  В.; Кудрин, А.  П.","МЕТОД ЭПИДУРАЛЬНОГО АДГЕЗИОЛИЗА В
ЛЕЧЕНИИ ПАЦИЕНТОВ С ПОЯСНИЧНЫМ
СПИНАЛЬНЫМ СТЕНОЗОМ",Боль. Суставы. Позвоночник,8,3,,129--133,2018,,,https://elibrary.ru/item.asp?id=36412722,,,,,,,,,,,,,,,,,
7,,a36647349,"Хабиров, Ф.  А.","КЛАССИФИКАЦИЯ И ОПРЕДЕЛЕНИЕ
КЛИНИЧЕСКОГО ДИАГНОЗА ПРИ
ВЕРТЕБРОГЕНННОЙ ПАТОЛОГИИ",Практическая медицина,,10,,14--20,2018,,,https://elibrary.ru/item.asp?id=36647349,,,,,,,,,,,,,,,,,
7,,a35097141,"Хабиров, Ф.  А.; Ахметова, Г.  И.; Абашев, Р.  З.; Бодрова, Р.  А.; Тахавиева, Ф.  В.","БАКЛОФЕН В КОМПЛЕКСНОЙ
РЕАБИЛИТАЦИИ БОЛЬНЫХ С
ТРАВМАТИЧЕСКИМ ПОРАЖЕНИЕМ СПИННОГО
МОЗГА",Вертеброневрология,15,1,,93--94,2008,,,https://elibrary.ru/item.asp?id=35097141,,,,,,,,,,,,,,,,,
7,,a36965428,"Халід, Ф.  А.; Абдулла, М.  А.; Ентоні, М.; Адель, М.  Б.  С.; Сауд, А.  А.; Турке, А.  А.; Аріф, М.  А.; Мохаммед, І.  А.; Алі, А.  А.; Заєд, Ф.  А.  Д.","ВИЖИВАННЯ ПАЦІЄНТІВ З
КАРДІОТОРАКАЛЬНИМИ ТРАВМАМИ ПРИ
ДОРОЖНЬО-ТРАНСПОРТНИХ ПРИГОДАХ ТА
ЇХ ЗВ'ЯЗОК З ШТТ, ШКГ ТА
ПЕРЕЛИВАННЯМ КРОВІ",Медичні перспективи,23,3,,59--67,2018,,,https://elibrary.ru/item.asp?id=36965428,,,,,,,,,,,,,,,,,
7,,a37081973,"Харькова, Ю.  О.","КЛИНИЧЕСКИЙ СЛУЧАЙ
МЕДИКАМЕНТОЗНОГО СИНДРОМА
ИЦЕНКО-КУШИНГА",Бюллетень медицинских интернет-конференций,8,8,,347,2018,,,https://elibrary.ru/item.asp?id=37081973,,,,,,,,,,,,,,,,,
7,,a35563974,"Хоминец, В.  В.; Кудяшев, А.  Л.; Шаповалов, В.  М.; Теремшонок, А.  В.; Нагорный, Е.  Б.; Беседин, В.  Д.; Скворцов, В.  В.","ОСОБЕННОСТИ ХИРУРГИЧЕСКОГО
ЛЕЧЕНИЯ БОЛЬНЫХ С
КОКСО-ВЕРТЕБРАЛЬНЫМ СИНДРОМОМ С
ПРЕВАЛИРОВАНИЕМ
ДЕГЕНЕРАТИВНО-ДИСТРОФИЧЕСКОЙ
ПАТОЛОГИИ ПОЗВОНОЧНИКА",Военно-медицинский журнал,339,5,,23--29,2018,,,https://elibrary.ru/item.asp?id=35563974,,,,,,,,,,,,,,,,,
